,CD,BA
LBX2,2527,2584
AC005041.3,501,555
LBX2-AS1,1449,1649
PCGF1,32703,38429
TLX2,5038,5028
DQX1,374,403
AUP1,281572,329292
HTRA2,187093,210011
LOXL3,3477,3934
DOK1,54033,60948
M1AP,47,94
SEMA4F,2681,2881
AC007387.3,7,12
AC007387.2,6,13
AC019069.1,5088,5777
HK2,67446,78500
LINC01291,541,466
AC104135.1,139,135
LINC01293,45,49
POLE4,179647,203678
TACR1,55,72
AC007681.1,297,316
EVA1A,2942,2656
AC007099.2,0,0
AC007099.1,5,8
MRPL19,314981,360056
GCFC2,52255,66196
AC005034.3,39,34
AC005034.5,497,571
AC005034.2,45,71
AC005034.6,156,201
AC005034.4,224,228
AC110614.1,0,1
AC073091.3,0,0
AC073091.4,0,0
AC068616.2,0,0
AC068616.3,0,0
AC068616.1,0,0
LRRTM4,5,1
AC079117.2,0,0
AC079117.1,0,0
AC013716.1,0,0
AC012494.1,0,0
AC084149.1,0,0
LINC01851,0,0
AC012494.2,2,0
AC092660.1,0,0
AC092604.1,0,0
REG3G,0,0
REG1B,0,0
REG1A,0,0
REG3A,0,0
AC011754.1,0,0
CTNNA2,2,2
AC011754.2,0,0
AC010975.1,1,5
AC016716.2,0,0
LRRTM1,1,1
AC008067.1,0,0
AC012355.1,0,0
LINC01815,1,0
AC079896.1,0,0
AC010105.1,0,0
AC098817.1,0,0
LINC01809,0,0
AC106874.1,0,1
SUCLG1,344658,398856
DNAH6,765,781
TRABD2A,110331,143068
TMSB10,21680209,22987850
AC022210.2,11903,12976
KCMF1,197204,228611
LINC01964,15,17
TCF7L1,658,844
TCF7L1-IT1,6,5
TGOLN2,357824,409872
RETSAT,19120,21196
ELMOD3,31257,37129
AC062037.2,3,2
CAPG,583861,603469
AC062037.3,318,332
SH2D6,173,171
PARTICL,10088,11674
MAT2A,302580,344031
GGCX,58165,62012
VAMP8,568967,623080
VAMP5,298156,329201
RNF181,511293,544071
TMEM150A,9909,12920
USP39,148683,170507
C2orf68,62286,66784
SFTPB,339,302
GNLY,7044413,6995041
ATOH8,770,803
AC105053.1,6,3
ST3GAL5,33754,40588
ST3GAL5-AS1,158,228
AC012511.1,47,66
AC012511.2,0,0
POLR1A,64640,75602
PTCD3,208728,232986
IMMT,396942,450645
AC009309.1,3685,4123
MRPL35,264113,292997
REEP1,759,793
KDM3A,84607,91496
CHMP3,166882,187282
AC015971.1,392,376
RNF103,18816,20984
RMND5A,74778,86967
CD8A,457630,596372
CD8B,251533,311585
RGPD1,165,176
PLGLB1,2593,2590
AC092651.3,318,326
LINC01955,1,3
AC068279.2,998,1460
IGKV3OR2-268,21,21
LINC01943,65227,74173
CYTOR,526762,629851
AC133644.2,3730,4085
PLGLB2,4723,5076
RGPD2,1270,1175
AC108479.3,698,881
KRCC1,127498,147721
SMYD1,5,4
FABP1,3,1
THNSL2,433,528
FOXI3,1,7
TEX37,1,0
AC104134.1,59,78
EIF2AK3,18394,20394
EIF2AK3-DT,9967,10506
AC062029.1,709,772
RPIA,206459,246239
IGKC,1984,478
IGKJ5,0,0
IGKJ4,0,0
IGKJ3,0,0
IGKJ2,0,0
IGKJ1,0,0
IGKV4-1,0,0
IGKV5-2,0,0
IGKV7-3,0,0
IGKV2-4,0,0
IGKV1-5,0,0
IGKV1-6,0,0
IGKV3-7,0,1
IGKV1-8,0,0
IGKV1-9,0,0
IGKV2-10,0,0
IGKV3-11,0,0
IGKV1-12,0,0
IGKV1-13,0,0
IGKV2-14,0,0
IGKV3-15,0,0
IGKV1-16,0,0
IGKV1-17,0,0
IGKV2-18,0,0
IGKV2-19,0,0
IGKV3-20,0,0
IGKV6-21,0,1
IGKV1-22,0,0
IGKV2-23,0,0
IGKV2-24,0,0
IGKV3-25,0,0
IGKV2-26,0,0
IGKV1-27,0,1
IGKV2-28,0,0
IGKV2-29,0,0
IGKV2-30,0,0
IGKV3-31,0,0
IGKV1-32,0,0
IGKV1-33,0,0
IGKV3-34,0,0
IGKV1-35,0,0
IGKV2-36,0,0
IGKV1-37,0,0
IGKV2-38,0,0
IGKV1-39,0,0
IGKV2-40,0,0
IGKV2D-40,0,0
IGKV1D-39,0,0
IGKV2D-38,0,0
IGKV1D-37,0,0
IGKV2D-36,0,0
IGKV1D-35,0,0
IGKV3D-34,0,0
IGKV1D-33,0,1
IGKV1D-32,0,0
IGKV3D-31,0,0
IGKV2D-30,0,0
IGKV2D-29,0,0
IGKV2D-28,0,0
IGKV1D-27,0,0
IGKV2D-26,0,0
IGKV3D-25,0,0
IGKV2D-24,0,0
IGKV2D-23,0,0
IGKV1D-22,0,0
IGKV6D-21,0,1
IGKV3D-20,0,0
IGKV2D-19,0,0
IGKV2D-18,0,0
IGKV6D-41,0,0
IGKV1D-17,0,0
IGKV1D-16,0,0
IGKV3D-15,0,0
IGKV2D-14,0,0
IGKV1D-13,0,0
IGKV1D-12,0,0
IGKV3D-11,0,0
IGKV2D-10,0,0
IGKV1D-42,0,0
IGKV1D-43,0,0
IGKV1D-8,0,0
IGKV3D-7,0,0
IGKV1OR2-118,0,0
AC233263.6,5,0
AC233266.2,1,2
AC027612.5,0,0
IGKV1OR2-1,0,0
AL845331.2,0,0
TEKT4,421,649
AC103563.7,268,270
MAL,188578,187743
AC103563.2,53,38
AC103563.9,1642,1922
MRPS5,419205,474683
ZNF514,21894,23130
ZNF2,6643,7512
AC092835.1,4402,5536
PROM2,135,116
KCNIP3,11,11
FAHD2A,75289,85037
TRIM43B,0,0
AC009237.14,1126,1197
AC009237.15,245,243
TRIM43,4,3
AC008268.1,0,1
LINC00342,282754,323013
ANKRD36C,113284,127135
GPAT2,13735,13471
ADRA2B,57,61
ASTL,14,19
DUSP2,379701,562916
AC012307.1,0,0
STARD7,257689,303535
STARD7-AS1,6768,7319
TMEM127,39213,43266
CIAO1,248033,283545
SNRNP200,362444,408317
AC021188.1,3249,3727
ITPRIPL1,71816,80921
NCAPH,145495,157488
NEURL3,1902,1430
AC013270.1,474,483
ARID5A,180811,187564
KANSL3,46015,53000
FER1L5,8,20
LMAN2L,11192,12575
CNNM4,8648,9467
CNNM3-DT,579,576
CNNM3,45710,49969
ANKRD23,2479,2597
ANKRD39,178154,202545
SEMA4C,14239,17624
FAM178B,185,171
AC092636.1,105,157
IGKV2OR2-1,0,0
IGKV2OR2-2,0,0
IGKV1OR2-3,0,0
FAHD2B,58075,60157
ANKRD36,60481,66981
AC159540.2,15751,19017
AC159540.1,2,3
IGKV1OR2-9,0,0
IGKV2OR2-10,0,0
IGKV2OR2-7D,0,0
IGKV3OR2-5,0,0
IGKV1OR2-6,0,0
IGKV2OR2-7,0,0
IGKV2OR2-8,0,0
IGKV1OR2-11,0,0
AC092683.1,77259,87225
AC092683.2,161,164
ANKRD36B,55757,62768
AC017099.2,0,0
COX5B,1776699,1882492
ACTR1B,82451,93094
C2orf92,15162,14734
ZAP70,186847,210127
TMEM131,117742,136634
VWA3B,11,14
AC092675.1,0,0
CNGA3,0,0
AC092675.2,0,0
INPP4A,66308,75769
COA5,111321,122742
UNC50,99276,116247
MGAT4A,165776,191524
LINC02611,32650,37323
KIAA1211L,1237,1503
TSGA10,13443,13769
C2orf15,1888,2084
AC079447.1,333,347
LIPT1,11563,13525
MITD1,289529,304601
MRPL30,86760,95741
LYG2,1679,1846
LYG1,862,943
TXNDC9,221021,265487
EIF5B,1545518,1835950
REV1,103446,127317
AC018690.1,814,948
AFF3,7520,7275
AC092667.1,88,82
LINC01104,0,0
LONRF2,2133,2065
CHST10,7388,8670
NMS,0,0
PDCL3,176616,207636
LINC01849,6,4
AC092845.1,0,0
LINC01868,0,0
AC092168.1,0,0
AC092168.3,0,0
NPAS2,1962,2372
AC092168.2,62,67
AC016738.2,4,19
AC016738.1,129,151
RPL31,2806454,3134234
TBC1D8,315,323
TBC1D8-AS1,180,156
CNOT11,99713,111156
RNF149,152884,174799
CREG2,360,562
RFX8,4764,5596
LINC01870,4,2
AC093894.1,0,0
AC093894.2,3,3
MAP4K4,230541,257249
LINC01127,10,7
IL1R2,3521,3865
AC007271.1,3,6
IL1R1,3070,4432
IL1R1-AS1,0,0
IL1RL2,81,80
IL1RL1,1906,2626
IL18R1,62713,78828
IL18RAP,6089,7944
AC007278.2,985,1207
AC007278.1,1959,2628
SLC9A4,16,20
SLC9A2,90,73
MFSD9,16470,18758
TMEM182,6449,7189
LINC01796,22,22
LINC01935,0,0
AC108051.1,26,17
AC073987.1,0,0
AC011593.1,1,1
AC013727.1,0,0
AC013727.2,0,0
LINC01965,7,5
AC096554.1,0,0
AC068535.1,0,0
LINC01831,0,0
AC068535.2,0,0
LINC01102,8,7
LINC01103,0,0
AC013402.2,0,0
AC013402.3,0,0
PANTR1,5,1
AC013402.1,0,0
AC068057.1,8,7
LINC01114,0,0
AC018730.1,4,5
POU3F3,9,5
LINC01159,1,3
AC010884.2,0,0
AC010884.1,45,34
MRPS9,169528,204974
AC104655.1,13,15
LINC01918,236,277
GPR45,2,3
AC012360.2,218,275
TGFBRAP1,40086,45187
AC012360.1,286,362
AC012360.3,31479,35967
C2orf49,176701,195668
FHL2,14516,17055
AC108058.1,265,373
AC018802.1,0,0
AC018802.2,0,1
NCK2,150354,177732
AC010978.1,2773,3336
AC009505.1,31,29
ECRG4,968,1148
UXS1,160899,185621
AC018878.1,29,37
RGPD3,568,624
CD8B2,8341,9242
AC108868.2,17,24
AC108868.1,4,5
ST6GAL2,0,2
ST6GAL2-IT1,0,0
AC016994.1,0,0
AC005040.2,0,3
LINC01789,0,0
AC096669.1,0,0
LINC01885,0,0
LINC01886,3,0
AC064869.1,0,1
GACAT1,0,0
RGPD4-AS1,165,196
RGPD4,31,38
SLC5A7,1,0
LINC01593,0,0
LINC01594,2,2
SULT1C3,0,0
SULT1C2,132,131
SULT1C4,161,144
GCC2,363659,422505
GCC2-AS1,772,759
LIMS1,376235,424523
LIMS1-AS1,41,63
RANBP2,256448,290074
CCDC138,39521,49859
EDAR,37,58
SH3RF3-AS1,4,3
SH3RF3,47,65
SEPTIN10,1298,1250
AC011753.2,2,1
SOWAHC,519,502
AC074387.1,37,72
RGPD5,4838,5080
LIMS3,13,21
LINC01123,114,139
MALL,516,1030
NPHP1,5171,5264
MTLN,213575,228731
LINC01106,167,167
LIMS4,2,4
AC112229.2,0,0
RGPD6,16,23
AC226101.1,3,7
BUB1,189925,218922
AC114776.1,6,10
ACOXL,3586,5283
MIR4435-2HG,97193,113714
ACOXL-AS1,155,217
BCL2L11,116571,178546
AC108463.2,0,1
AC108463.3,7789,9323
AC068491.2,6,3
AC068491.3,5213,6183
AC017002.6,12,10
AC017002.5,5,10
AC017002.3,10584,11950
AC017002.1,343,384
AC017002.2,1,1
ANAPC1,102953,112204
MERTK,1929,1972
AC093675.1,44,45
TMEM87B,50341,56722
AC093675.2,84,71
FBLN7,16727,17810
ZC3H8,220111,260273
AC092645.2,4432,4665
ZC3H6,73844,80673
RGPD8,3409,3990
TTL,94546,108384
POLR1B,69532,81540
CHCHD5,285723,313880
AC012442.2,6,2
AC012442.1,242,283
AC079922.2,14664,16125
SLC20A1,118830,133388
NT5DC4,73,105
CKAP2L,108516,127050
IL1A,36478,26754
AC079753.2,1043,1119
IL1B,161,267
IL37,138,140
IL36G,204,306
IL36A,25,44
IL36B,0,0
IL36RN,0,0
IL1F10,0,0
IL1RN,20108,16862
PSD4,144001,153529
AC016683.1,1121,1066
PAX8-AS1,45046,43834
PAX8,3599,3460
AC016745.1,78,88
IGKV1OR2-108,0,1
AC016745.2,2033,2475
CBWD2,58898,69178
FOXD4L1,129,169
LINC01961,31,28
PGM5P4-AS1,13,14
FAM138B,6,2
AL078621.4,105,93
RABL2A,10698,12125
AC017074.2,0,0
AC017074.1,116,148
SLC35F5,48649,51176
AC104653.2,142,155
AC104653.1,8889,8300
AC110769.2,33176,37820
ACTR3,1565024,1740463
LINC01191,905,877
AC110769.1,65,76
AC010982.2,0,0
AC010982.1,0,0
DPP10,1,0
DPP10-AS3,0,0
DPP10-AS2,0,0
AC093610.1,0,0
DPP10-AS1,0,1
AC016721.1,0,0
AC064856.1,0,0
AC009312.1,21,32
DDX18,1040974,1178205
AC009404.1,5600,5799
CCDC93,78917,91179
AC009303.2,141,136
AC009303.3,6,12
INSIG2,153141,142439
THORLNC,6208,8454
LINC01956,0,0
EN1,303,346
MARCO,94,157
AC013457.1,0,0
C1QL2,0,1
STEAP3,85,118
STEAP3-AS1,32,57
C2orf76,30211,32587
DBI,1737552,1821110
TMEM37,10,9
SCTR,5,5
AC013275.1,0,0
CFAP221,3,2
TMEM177,37607,46141
PTPN4,53211,62472
EPB41L5,2567,2948
AC012363.1,134,126
TMEM185B,42579,47896
RALB,132095,147249
AC012363.2,2,0
INHBB,75,67
AC073257.2,0,0
AC073257.1,0,0
AC018866.1,0,0
GLI2,117,123
AC017033.1,1,0
AC067960.1,0,1
AC079988.1,0,0
TFCP2L1,124,154
CLASP1,54824,60824
AC012447.1,289,342
NIFK-AS1,67830,73922
NIFK,702722,831376
TSN,164840,190205
LINC01823,40,33
AC011246.1,283,293
AC073632.1,0,1
AC062020.1,0,0
LINC01826,0,0
AC073409.2,0,0
AC073409.1,0,0
AC079154.1,2,3
CNTNAP5,0,0
AC019159.2,0,0
AC097499.2,0,0
LINC01889,0,0
LINC01941,13,17
AC142116.2,0,1
AC023347.1,66,100
GYPC,906400,1037451
TEX51,0,0
AC012508.2,42,35
AC012508.3,5,6
AC012508.1,35,37
BIN1,204936,247927
AC110926.2,0,0
CYP27C1,116,110
ERCC3,66968,77482
AC068282.1,1732,1789
MAP3K2,161450,175054
MAP3K2-DT,15249,15476
AC068282.2,136,163
PROC,296,304
IWS1,219399,264281
AC010976.1,560,604
MYO7B,234,275
AC010976.2,9,28
LIMS2,12833,15552
GPR17,5,3
WDR33,240164,279110
SFT2D3,29927,34555
POLR2D,124996,146248
AMMECR1L,26230,29263
AC012306.2,4228,4854
AC012306.3,762,745
SAP130,32880,36336
UGGT1,105198,116159
HS6ST1,10982,13235
AC012451.1,0,0
AC068483.1,0,0
LINC01854,0,0
LINC02572,68,66
AC079776.5,6,12
LINC01856,2,7
RAB6C,19,20
POTEF,67,105
AC018865.1,0,0
CCDC74B,1179,1500
SMPD4,66525,73844
MZT2B,1685915,1842963
TUBA3E,59,46
CCDC115,82429,92471
IMP4,325113,399714
PTPN18,124193,135787
POTEI,61,110
AC013269.2,0,0
CFC1B,0,0
AC013269.1,0,0
AC140481.2,0,2
CFC1,0,10
POTEJ,1,2
GPR148,0,0
AC140481.1,1,2
AMER3,1,0
AC133785.1,1,1
ARHGEF4,405,430
SMIM39,0,0
FAM168B,62708,71406
PLEKHB2,160316,180089
POTEE,82,134
RAB6D,37,46
AC073869.5,3,1
LINC01120,5,3
AC073869.3,249,301
MZT2A,940928,1036902
TUBA3D,194,197
CCDC74A,10995,11960
AC093838.1,0,0
LINC01087,2,2
C2orf27A,21311,23270
AC103564.1,0,0
AJ239322.2,0,1
AJ239322.1,67,56
LINC01945,0,0
AC093787.2,2,2
ANKRD30BL,21,14
AC097532.1,0,0
AC097532.2,0,0
AC097532.3,1,1
GPR39,2,1
LYPD1,0,0
AC010974.1,0,0
NCKAP5,156,92
AC010974.2,0,0
NCKAP5-AS1,1,0
NCKAP5-AS2,0,0
NCKAP5-IT1,0,0
AC011243.1,0,0
AC092623.1,0,0
MGAT5,30545,35814
TMEM163,539,901
AC110620.2,63,115
CCNT2-AS1,2835,3066
ACMSD,33,48
CCNT2,69445,78695
MAP3K19,328,342
RAB3GAP1,92327,104173
ZRANB3,18578,20891
R3HDM1,188540,221574
UBXN4,966950,1097722
LCT,565,549
AC011893.1,7164,7265
MCM6,302938,328095
DARS,582053,623849
DARS-AS1,6768,7172
AC068492.1,678,544
CXCR4,220533,222004
THSD7B,43,77
HNMT,81,39
LINC01832,3,2
AC114763.1,367,417
AC114763.2,14,11
SPOPL,33390,37177
AC092620.1,5052,5243
AC092620.2,108,118
LINC02631,244,229
NXPH2,0,1
AC023468.1,0,0
AC013265.1,0,0
AC062021.1,0,0
AC016710.1,0,0
AC078851.1,0,0
LINC01853,0,0
LRP1B,22,44
AC078882.1,0,0
KYNU,123,269
ARHGAP15,163019,182580
AC013437.1,1,1
AC079793.1,1034,1137
AC092652.3,998,1095
AC092652.1,593,746
AC092652.2,468,468
AC079584.2,72,75
AC079584.1,0,0
AC016910.1,178,189
GTDC1,39237,41162
ZEB2,113034,119126
AC009951.5,14,17
ZEB2-AS1,824,886
AC009951.6,145,191
LINC01412,2,2
TEX41,4,3
AC023128.1,0,0
LINC01966,0,0
AC096666.1,0,0
AC092484.1,0,0
AC079163.2,2,0
AC079163.1,0,0
AC079248.1,0,0
LINC01911,1,1
AC062032.1,0,0
AC018678.1,22,38
ACVR2A,5723,6532
AC009480.1,4,3
ORC4,53611,61160
MBD5,56540,61074
EPC2,57427,68447
AC105402.3,391,487
KIF5C,37680,40338
AC105402.4,300,360
LYPD6B,728,455
AC009230.1,0,0
LYPD6,3,3
MMADHC,334977,380313
AC007364.1,1251,1283
LINC01931,0,2
AC016682.1,0,0
LINC01818,0,0
LINC01817,0,0
RND3,1668,2262
LINC01920,0,0
AC104777.2,0,0
AC104777.1,0,0
LINC02612,0,0
AC023469.2,0,0
AC023469.1,0,0
AC018731.1,1,0
RBM43,37642,40707
NMI,255451,299195
TNFAIP6,438,405
RIF1,391340,443158
NEB,1821,1522
ARL5A,431275,484578
AC097448.1,44266,48335
CACNB4,1199,1322
AC079790.1,7,4
STAM2,48186,57500
AC079790.2,93,85
FMNL2,25064,26930
AC012066.2,503,534
AC012443.2,592,574
PRPF40A,898982,1065421
ARL6IP6,91210,104290
AC011901.1,1,0
LINC01850,0,0
AC012501.2,1,0
RPRM,123,142
GALNT13,271,485
AC009227.1,2,2
AC009227.2,0,0
AC061961.1,0,1
KCNJ3,19,25
AC092625.1,2,1
AC073225.1,513,546
LINC01876,278,304
AC074099.1,5,7
NR4A2,25788,32416
GPD2,24261,26816
LINC01958,25,26
AC096589.2,1,0
AC096589.1,0,1
AC108057.1,0,1
GALNT5,462,536
ERMN,5499,6041
CYTIP,751203,778170
ACVR1C,3016,2435
AC019186.1,332,355
ACVR1,21085,22581
UPP2,10,27
AC013731.1,3664,4203
AC091488.1,972,1100
UPP2-IT1,0,1
CCDC148-AS1,0,0
CCDC148,103,105
PKP4,42895,44288
PKP4-AS1,43,63
AC005042.2,0,0
DAPL1,18640,20083
AC064843.1,0,0
TANC1,701,672
WDSUB1,12364,13768
BAZ2B,40822,44063
AC008277.1,27,28
AC009506.1,404,453
AC009961.1,6522,7373
MARCH7,191548,217956
CD302,5792,6592
AC009961.4,199,265
LY75,133386,170979
PLA2R1,102,125
ITGB6,12,22
AC092153.1,3,2
LINC02478,39,57
RBMS1,179896,196343
AC009313.1,19,19
TANK,357410,380794
AC009299.3,528,528
LINC01806,11136,11588
PSMD14,631602,713462
TBR1,105,109
AC009487.1,6,4
AC009487.3,0,0
SLC4A10,3837,4302
AC062022.2,7,2
DPP4,274928,311199
AC008063.1,4367,5212
AC008063.2,7,5
GCG,7,9
AC007750.1,92,103
FAP,29,33
IFIH1,79286,100229
GCA,25226,25219
KCNH7,1,2
AC011900.1,0,0
FIGN,213,415
AC016766.1,1,1
GRB14,133,189
COBLL1,170,167
AC019197.1,11,13
SLC38A11,13,14
SCN3A,2437,1913
SCN2A,165,203
AC011303.1,2,0
CSRNP3,5,4
GALNT3,28153,32853
AC009495.3,1678,2183
AC009495.1,10,16
AC009495.2,25,29
TTC21B,49789,56253
TTC21B-AS1,206,253
SCN1A-AS1,917,1002
SCN1A,10,16
SCN9A,3582,4186
SCN7A,1,1
XIRP2,2,1
XIRP2-AS1,0,0
AC073050.1,7,7
AC016723.1,43,35
B3GALT1,43,47
STK39,138272,153040
CERS6,90349,99600
CERS6-AS1,2540,2838
NOSTRIN,2758,2823
SPC25,143653,161435
G6PC2,2,0
ABCB11,314,391
DHRS9,8630,8330
AC007556.1,4,2
LRP2,379,376
BBS5,5149,5996
KLHL41,165,164
FASTKD1,64640,72731
PPIG,653052,754403
CCDC173,1137,751
PHOSPHO2,13428,14915
KLHL23,78327,93230
SSB,540416,620971
METTL5,412999,482056
UBR3,43421,48431
MYO3B,13863,11818
MYO3B-AS1,86,99
AC007277.1,73,55
AC007405.1,1023,981
LINC01124,91,75
SP5,874,882
AC007405.3,4019,4169
ERICH2,635,699
GAD1,32729,35016
AC007405.2,1168,1180
AC007405.4,0,5
AC010092.1,68,78
GORASP2,164439,187390
TLK1,272386,323307
METTL8,92772,110052
DCAF17,43410,51355
CYBRD1,11352,12244
DYNC1I2,494313,551448
SLC25A12,41692,46094
HAT1,182388,211743
METAP1D,7979,9275
DLX1,236,431
DLX2,165,226
DLX2-DT,0,0
AC104088.1,1,0
AC104088.3,0,0
AC104088.2,1,3
ITGA6,8291,10527
AC078883.2,84,99
ITGA6-AS1,16834,17376
AC078883.1,16521,16227
PDK1,82350,87726
RAPGEF4-AS1,21,15
RAPGEF4,107,95
MAP3K20,105160,112998
MAP3K20-AS1,793,809
CDCA7,290175,311721
AC106900.1,8,7
SP3,141661,162034
AC016737.1,400,436
AC016737.2,1,2
LINC01960,3,1
OLA1,481165,575107
LINC01305,7,9
SP9,10,12
CIR1,259097,294037
SCRN3,38596,43550
GPR155,55511,65914
AC010894.2,1330,1275
AC010894.3,93,111
WIPF1,436948,469270
AC010894.4,139,141
CHRNA1,1046,894
CHN1,42264,44467
ATF2,87075,94426
AC096649.1,86,76
ATP5MC3,2297587,2521158
AC093459.1,57,106
AC016751.2,0,0
AC016751.1,0,2
LNPK,115522,124731
EVX2,0,0
HOXD13,0,0
HOXD12,0,0
HOXD11,0,1
HOXD10,0,0
HOXD-AS2,0,1
HOXD9,157,233
HOXD8,529,895
HOXD3,3,1
HOXD4,24,24
HAGLR,20,25
AC009336.1,0,0
HAGLROS,18,25
HOXD1,0,9
MTX2,117299,136643
LINC01117,81,85
AC017048.1,41,35
AC017048.2,0,1
AC017048.3,1,2
LINC01116,12281,13515
AC092162.2,2,6
AC073636.1,5,4
AC074286.1,53,41
AC079305.3,4781,5316
HNRNPA3,1845031,2171419
NFE2L2,278052,324203
AC079305.1,416,534
AC019080.1,7973,8590
AC019080.4,30,24
AC019080.5,115,108
AC019080.6,887,992
AGPS,136882,167414
TTC30B,5089,5620
AC073834.1,1,4
TTC30A,3499,3590
PDE11A,50,45
AC012499.1,2,3
AC011998.3,0,0
RBM45,34954,42138
OSBPL6,2744,2152
CHROMR,89455,91777
PRKRA,111338,125201
PJVK,2729,2830
FKBP7,15009,16900
PLEKHA3,201923,228336
TTN-AS1,40045,45666
TTN,61139,65606
AC009948.3,768,776
AC009948.2,2598,2739
AC010680.3,4410,5102
AC010680.2,1595,1749
AC010680.4,1967,2164
AC010680.5,271,295
AC010680.1,453,521
AC092640.1,208,222
CCDC141,24248,25949
SESTD1,23250,24526
AC093911.1,0,0
ZNF385B,2,3
CWC22,202453,234804
AC009478.1,0,0
SCHLAP1,4,3
UBE2E3,176462,201912
AC104076.1,89,112
AC068196.1,362,465
LINC01934,34332,42307
AC020595.1,48,51
ITGA4,568614,775150
CERKL,2154,2506
NEUROD1,31,21
AC013733.2,1,0
AC013733.1,0,1
AC009962.1,1075,1187
ITPRID2,67775,78748
PPP1R1C,2744,3067
PDE1A,189,299
AC012500.1,0,0
DNAJC10,151707,177563
FRZB,3,3
NCKAP1,12311,12547
DUSP19,6415,6275
AC064871.2,1,1
NUP35,52003,64583
AC021851.1,3679,4208
AC021851.2,403,466
AC093639.3,58,35
AC093639.1,0,0
AC093639.2,0,0
AC096555.1,0,0
AC020584.1,0,1
AC096667.1,2,3
ZNF804A,5,11
AC009315.1,698,769
FSIP2-AS1,124,103
FSIP2-AS2,6,4
FSIP2,1646,2021
AC097500.1,186,162
LINC01473,4574,4605
AC017071.1,2749,2852
ZC3H15,939062,1091293
ITGAV,17559,18882
AC017101.1,5,5
FAM171B,3635,4123
ZSWIM2,2,1
AC007319.1,50,41
CALCRL,2299,2574
TFPI,20773,22493
LINC01090,0,1
GULP1,180,227
AC092598.1,9,8
DIRC1,2,0
COL3A1,4057,6393
COL5A2,1495,1894
AC133106.1,0,0
WDR75,167188,197565
AC013439.2,0,0
SLC40A1,4791,4827
ASNSD1,65496,77247
ASDURF,209,316
ANKAR,13492,15818
OSGEPL1,26170,29371
OSGEPL1-AS1,2800,2821
AC013468.1,837,867
ORMDL1,473297,541767
PMS1,85928,101868
C2orf88,3328,3664
MSTN,28,26
HIBCH,93471,102833
INPP1,41390,45290
MFSD6,83695,96107
AC093388.1,590,631
NEMP2,30105,34259
AC108047.1,13953,16810
AC006460.2,2924,3056
NAB1,35007,41605
AC006460.1,277,240
AC005540.1,1817,1960
GLS,644205,729874
STAT1,489273,586615
AC067945.2,6,18
AC067945.3,736,833
STAT4,96797,116061
AC067945.4,2863,3668
AC092614.1,128,116
MYO1B,26418,27563
NABP1,95951,101011
AC098872.1,3,0
CAVIN2,534,871
AC098617.1,5,6
TMEFF2,29,28
AC062039.1,0,0
AC013401.1,0,3
PCGEM1,1,0
AC096647.1,80,88
AC074290.2,14,8
AC068135.2,509,448
LINC01821,6,9
AC073973.1,3,3
LINC01790,15,26
AC010983.1,41,57
AC104823.1,306,301
AC064834.1,5,4
LINC01825,7484,7262
LINC01827,1,2
SLC39A10,115345,133088
DNAH7,240,223
STK17B,630752,703029
AC114760.2,45961,50451
HECW2,6252,6330
HECW2-AS1,71072,77284
AC068544.2,7,8
CCDC150,21552,24525
GTF3C3,126396,143842
C2orf66,2496,2054
PGAP1,81348,73249
ANKRD44,204090,222121
AC013264.1,9609,12620
ANKRD44-IT1,9919,11419
AC010746.2,333,424
SF3B1,726883,845294
COQ10B,112420,129930
HSPD1,4023755,4813404
HSPE1,2768787,3150881
MOB4,209824,239013
RFTN2,494,604
AC020550.2,1277,2068
AC011997.1,179,284
MARS2,17886,20831
BOLL,25,22
PLCL1,4398,4662
AC011997.2,98,96
AC020719.1,0,1
LINC01923,2,0
AC019330.1,0,1
AC020718.1,0,0
SATB2,208,279
AC016746.1,1,6
SATB2-AS1,34,36
LINC01877,24,27
FTCDNL1,5599,6414
AC097717.1,937,1022
C2orf69,43816,48504
TYW5,80133,89438
MAIP1,65064,75412
AC004464.1,0,3
SPATS2L,115920,122019
AC012459.1,1202,1310
KCTD18,28074,31867
SGO2,240861,277791
AOX1,55,48
LINC01792,355,328
AC007163.1,58,55
BZW1,1772117,1948856
CLK1,129216,135390
PPIL3,102282,110444
NIF3L1,40112,45612
ORC2,103381,116620
AC005037.1,1347,1408
FAM126B,59723,67430
NDUFB3,531692,563848
AC007272.1,67,73
CFLAR,783454,871471
CFLAR-AS1,6041,6766
AC007283.1,17,20
CASP10,33550,36954
CASP8,163576,188045
FLACC1,803,881
TRAK2,65564,73040
STRADB,33050,34195
C2CD6,242,173
TMEM237,40250,45475
AC007279.2,449,441
MPP4,201,263
ALS2,13679,14647
CDK15,0,5
AC069148.1,41,28
FZD7,1157,920
KIAA2012,440,454
KIAA2012-AS1,174,109
AC079354.3,62,55
AC079354.2,1030,1075
SUMO1,568617,635972
NOP58,734240,873038
AC064836.4,18145,19614
AC064836.2,577,645
AC064836.3,1767,1807
BMPR2,34034,35735
FAM117B,15061,14968
ICA1L,30172,34642
WDR12,200481,236942
CARF,19518,21284
NBEAL1,121913,141170
CYP20A1,125557,150404
ABI2,82091,86954
AC080075.1,9,8
RAPH1,2534,2903
CD28,118409,125401
CTLA4,95845,100578
ICOS,231151,240953
AC009965.1,1,1
AC009498.1,0,0
AC016903.1,2,1
AC016903.2,0,0
PARD3B,1384,1310
AC007736.1,0,0
NRP2,214817,199046
